timestamp,route,direction,staCode,busPlate,status,speed
2026-07-18T16:01:00.416Z,2A,0,M234,AA2855,0,27
2026-07-18T16:01:00.416Z,2A,0,M801,AB5836,0,35
2026-07-18T16:01:00.416Z,2A,0,M803,AA2270,1,0
2026-07-18T16:01:35.387Z,2A,0,M226,AA2855,1,3
2026-07-18T16:01:35.387Z,2A,0,M801,AB5836,0,35
2026-07-18T16:01:35.387Z,2A,0,M803,AA2270,1,0
2026-07-18T16:02:00.415Z,2A,0,M226,AA2855,0,18
2026-07-18T16:02:00.415Z,2A,0,M801,AB5836,0,35
2026-07-18T16:02:00.415Z,2A,0,M803,AA2270,1,0
2026-07-18T16:02:30.694Z,2A,0,M236,AA2855,1,30
2026-07-18T16:02:30.694Z,2A,0,M801,AB5836,0,35
2026-07-18T16:02:30.694Z,2A,0,M803,AA2270,1,0
2026-07-18T16:03:00.394Z,2A,0,M236,AA2855,0,20
2026-07-18T16:03:00.394Z,2A,0,M801,AB5836,0,35
2026-07-18T16:03:00.394Z,2A,0,M803,AA2270,1,0
2026-07-18T16:03:30.433Z,2A,0,M2/1,AA2855,1,37
2026-07-18T16:03:30.433Z,2A,0,M803,AA2270,1,0
2026-07-18T16:03:30.433Z,2A,0,M803,AB5836,1,0
2026-07-18T16:04:00.398Z,2A,0,M2/1,AA2855,1,16
2026-07-18T16:04:00.398Z,2A,0,M803,AA2270,1,0
2026-07-18T16:04:00.398Z,2A,0,M803,AB5836,1,0
2026-07-18T16:04:30.404Z,2A,0,M2/1,AA2855,1,23
2026-07-18T16:04:30.404Z,2A,0,M803,AB5836,1,0
2026-07-18T16:05:00.427Z,2A,0,M2/1,AA2855,0,6
2026-07-18T16:05:00.427Z,2A,0,M803,AB5836,1,0
2026-07-18T16:05:30.464Z,2A,0,M2/1,AA2855,0,6
2026-07-18T16:05:30.464Z,2A,0,M803,AB5836,1,0
2026-07-18T16:06:00.452Z,2A,0,M2/1,AA2855,0,13
2026-07-18T16:06:00.452Z,2A,0,M803,AB5836,1,0
2026-07-18T16:06:30.542Z,2A,0,M2/1,AA2855,0,27
2026-07-18T16:06:30.542Z,2A,0,M803,AB5836,1,0
2026-07-18T16:07:00.445Z,2A,0,M2/1,AA2855,0,48
2026-07-18T16:07:00.445Z,2A,0,M803,AB5836,1,0
2026-07-18T16:07:34.350Z,2A,0,M2/1,AA2855,0,48
2026-07-18T16:07:34.350Z,2A,0,M803,AB5836,1,0
2026-07-18T16:08:00.464Z,2A,0,M2/1,AA2855,0,28
2026-07-18T16:08:30.447Z,2A,0,M2/1,AA2855,0,28
2026-07-18T16:09:00.487Z,2A,0,M2/1,AA2855,0,28
2026-07-18T16:09:30.867Z,2A,0,M2/1,AA2855,0,28
2026-07-18T16:10:00.503Z,2A,0,M801,AA2855,1,28
2026-07-18T16:10:30.513Z,2A,0,M801,AA2855,0,28
2026-07-18T16:11:00.490Z,2A,0,M801,AA2855,0,28
2026-07-18T16:11:30.507Z,2A,0,M801,AA2855,0,28
2026-07-18T16:12:00.549Z,2A,0,M801,AA2855,0,49
2026-07-18T16:12:35.504Z,2A,0,M801,AA2855,0,49
2026-07-18T16:13:00.590Z,2A,0,M801,AA2855,0,49
2026-07-18T16:13:30.516Z,2A,0,M803,AA2855,1,0
2026-07-18T16:14:00.541Z,2A,0,M803,AA2855,1,0
2026-07-18T16:14:30.552Z,2A,0,M803,AA2855,1,0
2026-07-18T16:15:00.552Z,2A,0,M803,AA2855,1,0
2026-07-18T16:15:30.560Z,2A,0,M803,AA2855,1,0
2026-07-18T16:16:00.564Z,2A,0,M803,AA2855,1,0
2026-07-18T16:16:30.576Z,2A,0,M803,AA2855,1,0
2026-07-18T16:17:00.596Z,2A,0,M803,AA2855,1,0
2026-07-19T07:55:13.659Z,2A,0,M804,AA2703,0,39
2026-07-19T07:55:13.659Z,2A,0,M2/2,AA7207,1,26
2026-07-19T07:55:13.659Z,2A,0,M47,AB6473,0,24
2026-07-19T07:55:13.659Z,2A,0,M168,AA2851,0,22
2026-07-19T07:55:13.659Z,2A,0,M54,AA7015,1,32
2026-07-19T07:55:13.659Z,2A,0,M236,AA2342,0,42
2026-07-19T07:55:13.659Z,2A,0,M803,AA2270,1,
2026-07-19T09:05:14.222Z,2A,0,M804,AA2707,0,2
2026-07-19T09:05:14.222Z,2A,0,M219,AA2703,0,22
2026-07-19T09:05:14.222Z,2A,0,M61/1,AA7207,1,6
2026-07-19T09:05:14.222Z,2A,0,M270/2,AB6473,0,13
2026-07-19T09:05:14.222Z,2A,0,M45,AA2851,1,33
2026-07-19T09:05:14.222Z,2A,0,M236,AA7015,0,21
2026-07-19T09:05:14.222Z,2A,0,M801,AA2342,0,31
2026-07-19T10:05:13.837Z,2A,0,M219,AA7207,0,3
2026-07-19T10:05:13.837Z,2A,0,M153,AA2851,0,20
2026-07-19T10:05:13.837Z,2A,0,M54,AA7015,0,50
2026-07-19T10:05:13.837Z,2A,0,M234,AA2342,0,26
2026-07-19T10:05:13.837Z,2A,0,M803,AA2270,1,
2026-07-19T12:20:18.847Z,2A,0,M804,AA7015,1,26
2026-07-19T12:20:18.847Z,2A,0,M219,AA7207,1,7
2026-07-19T12:20:18.847Z,2A,0,M233,AA2342,0,16
2026-07-19T12:20:18.847Z,2A,0,M168,AA2851,1,25
2026-07-19T12:20:18.847Z,2A,0,M144/1,AA2270,0,16
2026-07-19T12:20:18.847Z,2A,0,M236,AB6473,0,11
2026-07-19T12:20:18.847Z,2A,0,M236,AA2703,1,4
2026-07-19T12:50:20.614Z,2A,0,M804,AA2703,0,30
2026-07-19T12:50:20.614Z,2A,0,M233,AB6473,1,7
2026-07-19T12:50:20.614Z,2A,0,M73/1,AA2707,0,14
2026-07-19T12:50:20.614Z,2A,0,M144/1,AA7015,0,13
2026-07-19T12:50:20.614Z,2A,0,M45,AA7207,1,10
2026-07-19T12:50:20.614Z,2A,0,M54,AA2342,0,23
2026-07-19T12:50:20.614Z,2A,0,M801,AA2270,0,45
2026-07-19T12:50:20.614Z,2A,0,M801,AA2851,1,43
