timestamp,route,direction,staCode,busPlate,status,speed
2026-07-06T08:45:30.002824+08:00,H3,0,T425,AA6374,0,26
2026-07-06T08:45:30.002824+08:00,H3,0,T330/1,AA7931,0,28
2026-07-06T08:45:30.002824+08:00,H3,0,T403,AA7596,0,46
2026-07-06T08:45:30.002824+08:00,H3,0,T424,AA7882,0,26
2026-07-06T08:46:44.071308+08:00,H3,0,T423,AA6374,0,26
2026-07-06T08:46:44.071308+08:00,H3,0,M164,AA7931,1,28
2026-07-06T08:46:44.071308+08:00,H3,0,T402,AA7596,0,46
2026-07-06T08:46:44.071308+08:00,H3,0,T424,AA7882,0,26
2026-07-06T08:47:54.000495+08:00,H3,0,T421,AA6374,0,26
2026-07-06T08:47:54.000495+08:00,H3,0,M151,AA7931,1,28
2026-07-06T08:47:54.000495+08:00,H3,0,T402,AA7596,0,46
2026-07-06T08:47:54.000495+08:00,H3,0,T424,AA7882,0,26
2026-07-06T08:49:04.205404+08:00,H3,0,T421,AA6374,0,26
2026-07-06T08:49:04.205404+08:00,H3,0,M151,AA7931,1,28
2026-07-06T08:49:04.205404+08:00,H3,0,T370,AA7596,0,46
2026-07-06T08:49:04.205404+08:00,H3,0,C701,AA7882,1,26
2026-07-06T08:50:13.701686+08:00,H3,0,C690/2,AA6942,0,27
2026-07-06T08:50:13.701686+08:00,H3,0,T421,AA6374,0,26
2026-07-06T08:50:13.701686+08:00,H3,0,M151,AA7931,0,28
2026-07-06T08:50:13.701686+08:00,H3,0,T370,AA7596,0,46
2026-07-06T08:50:13.701686+08:00,H3,0,C701,AA7882,0,26
2026-07-06T13:15:35.314142+08:00,H3,0,C702,AA6942,0,27
2026-07-06T13:15:35.314142+08:00,H3,0,T330/1,AA6374,0,26
2026-07-06T13:15:35.314142+08:00,H3,0,M157,AA7882,0,26
2026-07-06T13:15:35.314142+08:00,H3,0,C701,AA7931,0,28
2026-07-06T13:15:35.314142+08:00,H3,0,C701,AA7596,0,46
2026-07-06T13:16:43.635946+08:00,H3,0,T425,AA6942,1,27
2026-07-06T13:16:43.635946+08:00,H3,0,T330/1,AA6374,0,26
2026-07-06T13:16:43.635946+08:00,H3,0,M157,AA7882,0,26
2026-07-06T13:16:43.635946+08:00,H3,0,C688/2,AA7931,0,28
2026-07-06T13:16:43.635946+08:00,H3,0,C688/2,AA7596,0,46
2026-07-06T13:17:48.825861+08:00,H3,0,T423,AA6942,1,27
2026-07-06T13:17:48.825861+08:00,H3,0,M164,AA6374,0,26
2026-07-06T13:17:48.825861+08:00,H3,0,M157,AA7882,0,26
2026-07-06T13:17:48.825861+08:00,H3,0,C690/2,AA7931,1,
2026-07-06T13:17:48.825861+08:00,H3,0,C690/2,AA7596,1,
2026-07-06T13:18:54.896230+08:00,H3,0,T423,AA6942,0,27
2026-07-06T13:18:54.896230+08:00,H3,0,M151,AA6374,0,26
2026-07-06T13:18:54.896230+08:00,H3,0,M157,AA7882,0,26
2026-07-06T13:18:54.896230+08:00,H3,0,C690/2,AA7931,1,
2026-07-06T13:18:54.896230+08:00,H3,0,C690/2,AA7596,1,
2026-07-06T13:20:02.659425+08:00,H3,0,T421,AA6942,0,27
2026-07-06T13:20:02.659425+08:00,H3,0,M151,AA6374,0,26
