timestamp,route,direction,staCode,busPlate,status,speed
2026-07-06T09:45:33.916438+08:00,3AX,0,M64,AA2632,1,1
2026-07-06T09:45:33.916438+08:00,3AX,0,M247,AA2878,0,14
2026-07-06T09:45:33.916438+08:00,3AX,0,M9/2,AA3055,0,3
2026-07-06T09:45:33.916438+08:00,3AX,0,M251,AA2755,1,25
2026-07-06T09:45:33.916438+08:00,3AX,0,M251,AA7571,1,30
2026-07-06T09:45:33.916438+08:00,3AX,0,M262,AB6522,1,
2026-07-06T09:46:49.618052+08:00,3AX,0,M64,AA2632,0,1
2026-07-06T09:46:49.618052+08:00,3AX,0,M247,AA2878,0,14
2026-07-06T09:46:49.618052+08:00,3AX,0,M9/2,AA3055,0,3
2026-07-06T09:46:49.618052+08:00,3AX,0,M251,AA2755,0,25
2026-07-06T09:46:49.618052+08:00,3AX,0,M251,AA7571,0,30
2026-07-06T09:46:49.618052+08:00,3AX,0,M262,AB6522,1,
2026-07-06T09:48:00.240271+08:00,3AX,0,M235/2,AA2632,1,1
2026-07-06T09:48:00.240271+08:00,3AX,0,M9/2,AA3055,0,3
2026-07-06T09:48:00.240271+08:00,3AX,0,M9/2,AA2878,1,14
2026-07-06T09:48:00.240271+08:00,3AX,0,M251,AA2755,0,25
2026-07-06T09:48:00.240271+08:00,3AX,0,M251,AA7571,0,30
2026-07-06T09:48:00.240271+08:00,3AX,0,M262,AB6522,1,
2026-07-06T09:49:10.525916+08:00,3AX,0,M235/2,AA2632,0,1
2026-07-06T09:49:10.525916+08:00,3AX,0,M9/2,AA3055,0,3
2026-07-06T09:49:10.525916+08:00,3AX,0,M9/2,AA2878,0,14
2026-07-06T09:49:10.525916+08:00,3AX,0,M262,AA7571,1,
2026-07-06T09:49:10.525916+08:00,3AX,0,M262,AA2755,1,
2026-07-06T09:50:20.331534+08:00,3AX,0,M247,AA2632,0,1
2026-07-06T09:50:20.331534+08:00,3AX,0,M9/2,AA3055,0,3
2026-07-06T09:50:20.331534+08:00,3AX,0,M9/2,AA2878,0,14
2026-07-06T09:50:20.331534+08:00,3AX,0,M262,AA7571,1,
2026-07-06T09:50:20.331534+08:00,3AX,0,M262,AA2755,1,
2026-07-06T17:45:31.726687+08:00,3AX,0,M160/2,AA3055,0,3
2026-07-06T17:45:31.726687+08:00,3AX,0,M259,AA7463,0,15
2026-07-06T17:45:31.726687+08:00,3AX,0,M9/2,AA2799,0,20
2026-07-06T17:45:31.726687+08:00,3AX,0,M251,AA7571,1,30
2026-07-06T17:45:31.726687+08:00,3AX,0,M262,AB6522,1,
2026-07-06T17:46:43.043919+08:00,3AX,0,M260,AA2632,0,1
2026-07-06T17:46:43.043919+08:00,3AX,0,M258,AA3055,1,3
2026-07-06T17:46:43.043919+08:00,3AX,0,M64,AA7463,1,15
2026-07-06T17:46:43.043919+08:00,3AX,0,M9/2,AA2799,0,20
2026-07-06T17:46:43.043919+08:00,3AX,0,M251,AA7571,0,30
2026-07-06T17:46:43.043919+08:00,3AX,0,M262,AB6522,1,
2026-07-06T17:47:52.255414+08:00,3AX,0,M263,AA2632,0,1
2026-07-06T17:47:52.255414+08:00,3AX,0,M258,AA3055,0,3
2026-07-06T17:47:52.255414+08:00,3AX,0,M64,AA7463,0,15
2026-07-06T17:47:52.255414+08:00,3AX,0,M50,AA2799,1,20
2026-07-06T17:47:52.255414+08:00,3AX,0,M262,AA7571,1,
2026-07-06T17:49:00.521311+08:00,3AX,0,M172/16,AA2632,1,1
2026-07-06T17:49:00.521311+08:00,3AX,0,M258,AA3055,0,3
2026-07-06T17:49:00.521311+08:00,3AX,0,M64,AA7463,0,15
2026-07-06T17:49:00.521311+08:00,3AX,0,M50,AA2799,0,20
2026-07-06T17:49:00.521311+08:00,3AX,0,M262,AA7571,1,
2026-07-06T17:50:09.803013+08:00,3AX,0,M172/16,AA2632,0,1
2026-07-06T17:50:09.803013+08:00,3AX,0,M259,AA3055,1,3
2026-07-06T17:50:09.803013+08:00,3AX,0,M64,AA7463,0,15
2026-07-06T17:50:09.803013+08:00,3AX,0,M50,AA2799,0,20
2026-07-06T17:50:09.803013+08:00,3AX,0,M262,AA7571,1,
